extraction_id,processing_id,expedition_id,target_species,extraction_date,extraction_method,solvent_system,target_compounds,extraction_temperature,extraction_time_hours,sample_volume_ml,final_yield_mg,purity_percentage,bioactivity_retained,compound_class,molecular_weight_estimated,stability_assessment,storage_buffer,extraction_efficiency,chromatography_required,purification_steps,extraction_cost_usd,analyst,analytical_method,extraction_notes
EXP-0028-PROC-4-EXT-1,EXP-0028-PROC-4,EXP-0028,Halichondria okadai,2024-03-08,Steam Distillation,Methanol/Water,"Halichondrin B, Norhalichondrin A",17.8,36.8,35.7,129.13,77.6,74.0,Macrolide,1870.0,Moderate,HEPES Buffer,86.4,True,3,1473.72,Amanda Jordan,LC-MS/MS,Himself fire heavy least.
EXP-0028-PROC-4-EXT-2,EXP-0028-PROC-4,EXP-0028,Halichondria okadai,2024-03-03,Supercritical CO2,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",65.4,55.5,15.8,321.99,91.7,87.3,Macrolide,1364.0,Stable,Tris Buffer,59.8,False,4,1151.67,Justin Dalton,GC-MS,Those clearly issue fine home.
EXP-0028-PROC-4-EXT-3,EXP-0028-PROC-4,EXP-0028,Halichondria okadai,2024-03-06,Chromatographic Separation,Ethanol/Water,"Halichondrin B, Norhalichondrin A",10.2,31.9,32.8,272.76,65.1,90.7,Macrolide,1631.0,Stable,Tris Buffer,40.6,True,5,387.76,Laura Henry,HPLC-MS,Rate occur live take media hot manager.
EXP-0029-PROC-1-EXT-1,EXP-0029-PROC-1,EXP-0029,Bugula neritina,2024-09-27,Steam Distillation,Methanol/Water,"Bryostatin 1, Bryostatin 2",44.1,34.2,15.1,324.81,93.0,94.8,Macrolide,1327.0,Stable,PBS pH 7.4,34.9,False,1,402.31,Lisa Gomez,LC-MS/MS,Fly agreement and student give.
EXP-0029-PROC-1-EXT-2,EXP-0029-PROC-1,EXP-0029,Bugula neritina,2024-09-29,Supercritical CO2,Ethanol/Water,"Bryostatin 1, Bryostatin 2",14.3,19.5,41.6,471.5,83.2,95.0,Macrolide,1479.0,Stable,HEPES Buffer,37.3,True,5,1524.66,Alyssa Vance,NMR,Herself into yeah in argue each.
EXP-0029-PROC-1-EXT-3,EXP-0029-PROC-1,EXP-0029,Bugula neritina,2024-09-21,Supercritical CO2,Aqueous Buffer,"Bryostatin 1, Bryostatin 2",29.9,71.8,30.0,139.64,95.4,70.7,Macrolide,1454.0,Stable,PBS pH 7.4,77.1,True,5,1705.48,Erik Miller,NMR,Than boy college Mrs.
EXP-0029-PROC-2-EXT-1,EXP-0029-PROC-2,EXP-0029,Bugula neritina,2024-09-26,Supercritical CO2,Aqueous Buffer,"Bryostatin 1, Bryostatin 2",9.0,59.4,66.4,323.71,64.9,89.5,Macrolide,1968.0,Unstable,Saline,89.3,False,5,990.44,Matthew Henderson,HPLC-MS,Top entire receive onto worry help hope.
EXP-0030-PROC-1-EXT-1,EXP-0030-PROC-1,EXP-0030,Bugula neritina,2024-10-31,Steam Distillation,Methanol/Water,"Bryostatin 1, Bryostatin 2",66.8,50.8,48.6,27.65,76.2,84.1,Macrolide,1871.0,Stable,Saline,71.7,True,3,760.98,Rhonda Garcia,HPLC-MS,From me share fund pass.
EXP-0030-PROC-1-EXT-2,EXP-0030-PROC-1,EXP-0030,Bugula neritina,2024-11-04,Supercritical CO2,Methanol/Water,"Bryostatin 1, Bryostatin 2",77.9,26.6,50.4,177.71,85.9,89.9,Macrolide,1488.0,Moderate,PBS pH 7.4,47.4,True,4,768.2,Jeffrey Crawford,GC-MS,Subject movie explain answer.
EXP-0030-PROC-1-EXT-3,EXP-0030-PROC-1,EXP-0030,Bugula neritina,2024-11-04,Solvent Extraction,Methanol/Water,"Bryostatin 1, Bryostatin 2",7.0,43.4,87.6,445.43,77.1,83.8,Macrolide,339.0,Stable,PBS pH 7.4,73.6,True,4,1678.27,Jennifer Perez PhD,HPLC-MS,Response official option event.
EXP-0031-PROC-1-EXT-1,EXP-0031-PROC-1,EXP-0031,Bothrops jararaca,2023-09-08,Supercritical CO2,Ethanol/Water,Bradykinin-potentiating peptides,67.8,63.3,28.1,275.33,67.3,73.1,Peptide,1840.0,Stable,Saline,83.3,True,3,1568.06,Kiara Simmons,NMR,Somebody prepare few sound item music.
EXP-0031-PROC-1-EXT-2,EXP-0031-PROC-1,EXP-0031,Bothrops jararaca,2023-09-09,Chromatographic Separation,Aqueous Buffer,Bradykinin-potentiating peptides,37.3,25.3,56.9,45.77,88.8,87.5,Peptide,536.0,Stable,PBS pH 7.4,42.2,False,5,531.65,James Weber,LC-MS/MS,Public natural thing physical might cost material.
EXP-0031-PROC-2-EXT-1,EXP-0031-PROC-2,EXP-0031,Bothrops jararaca,2023-08-25,Steam Distillation,Methanol/Water,Bradykinin-potentiating peptides,67.9,2.2,9.7,286.43,91.1,79.8,Peptide,829.0,Stable,Tris Buffer,68.8,True,5,693.58,Samantha Hurley,NMR,View mouth pass shoulder its.
EXP-0031-PROC-2-EXT-2,EXP-0031-PROC-2,EXP-0031,Bothrops jararaca,2023-08-20,Supercritical CO2,Ethanol/Water,Bradykinin-potentiating peptides,51.5,42.2,75.5,337.65,67.8,80.6,Peptide,427.0,Stable,PBS pH 7.4,38.4,False,1,1417.15,Lori Boyd,GC-MS,Leg drive second she such improve.
EXP-0031-PROC-2-EXT-3,EXP-0031-PROC-2,EXP-0031,Bothrops jararaca,2023-08-19,Chromatographic Separation,Aqueous Buffer,Bradykinin-potentiating peptides,51.8,14.1,15.0,406.44,82.0,88.5,Peptide,1607.0,Unstable,Tris Buffer,75.7,False,2,1702.02,Susan Walters,NMR,Environment expert civil rather door draw.
EXP-0031-PROC-3-EXT-1,EXP-0031-PROC-3,EXP-0031,Bothrops jararaca,2023-09-04,Steam Distillation,Ethanol/Water,Bradykinin-potentiating peptides,68.7,21.3,65.8,157.15,96.4,71.0,Peptide,1244.0,Stable,PBS pH 7.4,40.8,False,1,1482.0,Alexis Robles,NMR,Less nice job positive already.
EXP-0031-PROC-3-EXT-2,EXP-0031-PROC-3,EXP-0031,Bothrops jararaca,2023-09-11,Solvent Extraction,Ethanol/Water,Bradykinin-potentiating peptides,41.6,66.0,25.1,72.21,88.8,85.0,Peptide,1841.0,Stable,Tris Buffer,39.5,True,1,1362.67,Chad Green,HPLC-MS,Probably compare system white magazine.
EXP-0031-PROC-4-EXT-1,EXP-0031-PROC-4,EXP-0031,Bothrops jararaca,2023-09-07,Chromatographic Separation,Methanol/Water,Bradykinin-potentiating peptides,55.9,43.2,76.7,154.8,77.0,82.2,Peptide,1971.0,Stable,Tris Buffer,49.0,True,1,730.67,Scott Miller,NMR,Fear as western to public though however style.
EXP-0031-PROC-4-EXT-2,EXP-0031-PROC-4,EXP-0031,Bothrops jararaca,2023-09-14,Supercritical CO2,Ethanol/Water,Bradykinin-potentiating peptides,23.2,66.0,30.2,447.92,63.9,89.7,Peptide,1833.0,Stable,PBS pH 7.4,41.0,True,2,1942.99,Cynthia Duncan,GC-MS,Usually miss stock wear use edge this.
EXP-0031-PROC-4-EXT-3,EXP-0031-PROC-4,EXP-0031,Bothrops jararaca,2023-09-10,Steam Distillation,Chloroform/Methanol,Bradykinin-potentiating peptides,55.4,22.4,22.9,151.94,63.5,74.3,Peptide,388.0,Moderate,Tris Buffer,57.5,False,3,1632.04,Bryan Roman,LC-MS/MS,Strategy say south season very design.
EXP-0032-PROC-1-EXT-1,EXP-0032-PROC-1,EXP-0032,Bothrops jararaca,2025-05-13,Supercritical CO2,Aqueous Buffer,Bradykinin-potentiating peptides,52.9,15.0,14.3,83.51,95.1,94.6,Peptide,837.0,Stable,HEPES Buffer,72.6,True,3,1167.1,Daniel Hill,HPLC-MS,Effect operation make hear we first.
EXP-0032-PROC-1-EXT-2,EXP-0032-PROC-1,EXP-0032,Bothrops jararaca,2025-05-13,Supercritical CO2,Aqueous Buffer,Bradykinin-potentiating peptides,51.8,19.9,8.7,227.84,93.9,87.1,Peptide,1698.0,Moderate,Saline,94.5,True,1,494.51,Michael Richmond,GC-MS,Guy resource start again.
EXP-0032-PROC-1-EXT-3,EXP-0032-PROC-1,EXP-0032,Bothrops jararaca,2025-05-15,Chromatographic Separation,Chloroform/Methanol,Bradykinin-potentiating peptides,78.5,71.0,70.2,121.88,90.3,73.2,Peptide,1605.0,Moderate,Saline,89.2,True,4,889.1,Lisa Skinner,LC-MS/MS,Real small dream.
EXP-0032-PROC-2-EXT-1,EXP-0032-PROC-2,EXP-0032,Bothrops jararaca,2025-04-30,Supercritical CO2,Aqueous Buffer,Bradykinin-potentiating peptides,37.3,23.0,77.4,468.09,95.7,75.2,Peptide,1775.0,Moderate,Tris Buffer,77.9,True,2,655.11,Ellen Mullen,GC-MS,Total rate movement door kind account.
EXP-0032-PROC-2-EXT-2,EXP-0032-PROC-2,EXP-0032,Bothrops jararaca,2025-05-07,Supercritical CO2,Aqueous Buffer,Bradykinin-potentiating peptides,73.3,46.0,73.5,128.65,87.3,70.8,Peptide,876.0,Stable,PBS pH 7.4,70.7,True,5,462.97,Tanya Hardin,NMR,Bed state dog decision three.
EXP-0033-PROC-1-EXT-1,EXP-0033-PROC-1,EXP-0033,Halichondria okadai,2023-05-02,Supercritical CO2,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",53.6,29.8,61.6,53.81,60.6,97.3,Macrolide,685.0,Unstable,Tris Buffer,83.3,True,3,1998.83,Lynn Suarez,LC-MS/MS,Smile ever bag single man say.
EXP-0033-PROC-1-EXT-2,EXP-0033-PROC-1,EXP-0033,Halichondria okadai,2023-04-29,Solvent Extraction,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",54.4,69.5,92.0,251.49,90.2,74.1,Macrolide,1959.0,Stable,HEPES Buffer,92.7,True,1,494.71,Faith Henderson,LC-MS/MS,Station recognize media goal.
EXP-0034-PROC-1-EXT-1,EXP-0034-PROC-1,EXP-0034,Conus geographus,2023-06-27,Chromatographic Separation,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",24.7,58.9,40.9,44.29,73.0,99.4,Conotoxin,1333.0,Stable,PBS pH 7.4,57.1,True,2,499.77,Robin Rojas,LC-MS/MS,Receive seven political contain kitchen political able.
EXP-0034-PROC-2-EXT-1,EXP-0034-PROC-2,EXP-0034,Conus geographus,2023-05-30,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",25.4,6.0,10.4,60.28,82.1,97.9,Conotoxin,1094.0,Unstable,PBS pH 7.4,84.8,False,2,1002.6,Eric Johnston,LC-MS/MS,Citizen might wide store.
EXP-0034-PROC-2-EXT-2,EXP-0034-PROC-2,EXP-0034,Conus geographus,2023-06-07,Solvent Extraction,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",17.2,26.6,65.5,35.44,73.7,86.0,Conotoxin,1993.0,Moderate,Tris Buffer,60.8,False,5,1668.9,Sarah Jennings,LC-MS/MS,Later them card community or foreign.
EXP-0035-PROC-1-EXT-1,EXP-0035-PROC-1,EXP-0035,Conus geographus,2024-10-11,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",49.3,63.9,44.0,302.19,83.9,82.5,Conotoxin,460.0,Moderate,Saline,36.1,False,4,230.01,Bradley Richardson,GC-MS,Then war this difference way type.
EXP-0035-PROC-1-EXT-2,EXP-0035-PROC-1,EXP-0035,Conus geographus,2024-10-12,Steam Distillation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",20.1,53.3,35.4,253.07,66.2,98.8,Conotoxin,1733.0,Unstable,Saline,86.1,True,4,932.19,Lori Meadows,HPLC-MS,Cup red collection husband investment employee become.
EXP-0035-PROC-2-EXT-1,EXP-0035-PROC-2,EXP-0035,Conus geographus,2024-09-29,Steam Distillation,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",4.7,2.4,60.7,227.75,79.7,70.2,Conotoxin,961.0,Moderate,HEPES Buffer,76.7,True,3,996.85,Travis Wilson,NMR,Itself turn law purpose budget require course.
EXP-0035-PROC-2-EXT-2,EXP-0035-PROC-2,EXP-0035,Conus geographus,2024-09-22,Supercritical CO2,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",65.8,42.8,25.0,118.44,83.9,94.9,Conotoxin,948.0,Moderate,PBS pH 7.4,46.8,True,3,1760.62,Rachael Roberts,NMR,High issue deal democratic station risk country.
EXP-0035-PROC-2-EXT-3,EXP-0035-PROC-2,EXP-0035,Conus geographus,2024-09-26,Supercritical CO2,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",41.1,15.5,64.5,179.44,97.8,84.4,Conotoxin,1075.0,Moderate,HEPES Buffer,66.8,True,2,1850.16,Ricky Johnson,NMR,Dog late eat old positive.
EXP-0035-PROC-3-EXT-1,EXP-0035-PROC-3,EXP-0035,Conus geographus,2024-10-11,Supercritical CO2,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",58.6,42.6,51.8,96.24,77.6,77.4,Conotoxin,1847.0,Unstable,HEPES Buffer,51.8,True,3,1914.08,John Savage,NMR,Rather require remain save eight believe.
EXP-0035-PROC-3-EXT-2,EXP-0035-PROC-3,EXP-0035,Conus geographus,2024-10-09,Chromatographic Separation,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",45.3,10.2,40.7,49.66,83.7,83.4,Conotoxin,1600.0,Moderate,Tris Buffer,44.3,True,3,496.22,Gary Young,LC-MS/MS,You vote whose our security animal.
EXP-0035-PROC-3-EXT-3,EXP-0035-PROC-3,EXP-0035,Conus geographus,2024-09-30,Chromatographic Separation,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",58.0,30.7,54.1,42.2,97.4,90.0,Conotoxin,714.0,Moderate,PBS pH 7.4,68.1,False,5,397.07,Manuel Turner,HPLC-MS,Provide car throughout American conference college.
EXP-0036-PROC-1-EXT-1,EXP-0036-PROC-1,EXP-0036,Salinispora tropica,2024-11-24,Solvent Extraction,Methanol/Water,Salinosporamide A,53.3,18.4,73.2,388.43,85.6,88.4,β-lactone,1806.0,Unstable,Saline,35.1,True,2,795.65,Gerald Mcdonald Jr.,LC-MS/MS,Item employee finish without material wind exactly.
EXP-0036-PROC-2-EXT-1,EXP-0036-PROC-2,EXP-0036,Salinispora tropica,2024-11-09,Supercritical CO2,Methanol/Water,Salinosporamide A,33.6,53.0,70.0,106.12,69.1,78.4,β-lactone,940.0,Stable,Tris Buffer,45.2,False,5,235.37,Jeffrey Orr,NMR,Party seven enough fine throughout.
EXP-0036-PROC-3-EXT-1,EXP-0036-PROC-3,EXP-0036,Salinispora tropica,2024-11-07,Chromatographic Separation,Aqueous Buffer,Salinosporamide A,30.0,25.0,5.7,340.16,91.4,74.4,β-lactone,487.0,Unstable,PBS pH 7.4,81.4,False,1,1309.32,Zachary Gallagher,NMR,New type PM key.
EXP-0036-PROC-3-EXT-2,EXP-0036-PROC-3,EXP-0036,Salinispora tropica,2024-11-07,Solvent Extraction,Chloroform/Methanol,Salinosporamide A,27.5,27.2,78.1,405.49,75.2,98.4,β-lactone,932.0,Stable,HEPES Buffer,80.2,True,1,1070.98,Anthony White,NMR,Employee relationship job yet until American ground.
EXP-0036-PROC-4-EXT-1,EXP-0036-PROC-4,EXP-0036,Salinispora tropica,2024-10-31,Solvent Extraction,Ethanol/Water,Salinosporamide A,10.6,67.5,83.4,395.68,67.6,94.2,β-lactone,1730.0,Unstable,Tris Buffer,48.8,False,2,1914.07,Karina Vasquez,GC-MS,Buy behavior test Congress.
EXP-0037-PROC-1-EXT-1,EXP-0037-PROC-1,EXP-0037,Salinispora tropica,2024-10-28,Chromatographic Separation,Methanol/Water,Salinosporamide A,44.9,41.9,66.3,8.58,96.5,71.3,β-lactone,458.0,Stable,HEPES Buffer,30.9,True,4,1220.35,Jordan Nelson,NMR,Defense your above short Congress turn east marriage.
EXP-0037-PROC-1-EXT-2,EXP-0037-PROC-1,EXP-0037,Salinispora tropica,2024-11-02,Supercritical CO2,Ethanol/Water,Salinosporamide A,66.5,1.9,56.5,229.84,79.0,72.2,β-lactone,1432.0,Unstable,HEPES Buffer,62.7,True,1,1577.27,Gary Mitchell,HPLC-MS,Hour opportunity week student.
EXP-0038-PROC-1-EXT-1,EXP-0038-PROC-1,EXP-0038,Salinispora tropica,2024-06-20,Chromatographic Separation,Aqueous Buffer,Salinosporamide A,53.3,13.2,87.9,306.6,66.0,98.9,β-lactone,1133.0,Moderate,Saline,34.7,True,1,1328.3,Brad Rivas,HPLC-MS,Law western order accept wide prevent week.
EXP-0039-PROC-1-EXT-1,EXP-0039-PROC-1,EXP-0039,Conus geographus,2023-07-01,Solvent Extraction,Aqueous Buffer,"ω-conotoxin GVIA, Ziconotide",66.2,70.5,52.7,227.53,88.6,74.0,Conotoxin,1184.0,Stable,Saline,65.5,False,3,361.05,Nicholas Navarro,HPLC-MS,Can tell soon executive sometimes season natural.
EXP-0039-PROC-1-EXT-2,EXP-0039-PROC-1,EXP-0039,Conus geographus,2023-07-07,Solvent Extraction,Ethanol/Water,"ω-conotoxin GVIA, Ziconotide",69.1,8.0,13.6,131.42,93.2,73.9,Conotoxin,1496.0,Moderate,Tris Buffer,36.6,False,5,1321.65,Anna Scott,NMR,Whole tend become system clear.
EXP-0039-PROC-1-EXT-3,EXP-0039-PROC-1,EXP-0039,Conus geographus,2023-07-03,Solvent Extraction,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",21.8,46.4,27.4,356.86,93.2,73.8,Conotoxin,1760.0,Stable,HEPES Buffer,68.6,False,5,428.8,Dominique Goodwin,HPLC-MS,Building make it south.
EXP-0039-PROC-2-EXT-1,EXP-0039-PROC-2,EXP-0039,Conus geographus,2023-07-01,Steam Distillation,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",57.2,54.9,15.1,253.12,91.0,98.1,Conotoxin,1124.0,Moderate,Tris Buffer,91.8,True,5,1164.24,Michael Anderson,LC-MS/MS,Story mention majority those.
EXP-0039-PROC-3-EXT-1,EXP-0039-PROC-3,EXP-0039,Conus geographus,2023-07-09,Chromatographic Separation,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",41.5,34.5,51.6,423.41,91.6,82.1,Conotoxin,800.0,Stable,HEPES Buffer,62.0,False,2,1230.99,Justin Henderson,LC-MS/MS,Specific pass its international American game.
EXP-0039-PROC-3-EXT-2,EXP-0039-PROC-3,EXP-0039,Conus geographus,2023-07-05,Chromatographic Separation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",41.0,24.7,15.1,119.5,96.1,79.2,Conotoxin,504.0,Stable,Saline,59.9,False,2,752.76,Danny Parks,HPLC-MS,Us money positive base.
EXP-0039-PROC-3-EXT-3,EXP-0039-PROC-3,EXP-0039,Conus geographus,2023-07-04,Steam Distillation,Methanol/Water,"ω-conotoxin GVIA, Ziconotide",45.4,40.2,38.9,223.71,96.7,81.3,Conotoxin,665.0,Stable,PBS pH 7.4,45.8,True,4,1023.98,Bob Solis,LC-MS/MS,Chance campaign total success mission.
EXP-0039-PROC-4-EXT-1,EXP-0039-PROC-4,EXP-0039,Conus geographus,2023-06-20,Chromatographic Separation,Chloroform/Methanol,"ω-conotoxin GVIA, Ziconotide",57.9,2.5,44.8,387.95,72.9,86.9,Conotoxin,569.0,Moderate,PBS pH 7.4,78.2,True,3,294.1,Anthony Jones,NMR,Message member including.
EXP-0040-PROC-1-EXT-1,EXP-0040-PROC-1,EXP-0040,Phyllobates terribilis,2023-06-04,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",70.5,26.0,73.7,159.68,94.4,73.8,Alkaloid,521.0,Unstable,Saline,62.0,True,2,347.49,Nathan Hess,NMR,Effort bank me box product conference.
EXP-0040-PROC-1-EXT-2,EXP-0040-PROC-1,EXP-0040,Phyllobates terribilis,2023-06-02,Steam Distillation,Ethanol/Water,"Batrachotoxin, Homobatrachotoxin",78.2,27.7,92.7,272.46,70.3,91.1,Alkaloid,1386.0,Stable,PBS pH 7.4,94.3,False,1,677.09,James Miller,GC-MS,Finish right serious last space.
EXP-0040-PROC-2-EXT-1,EXP-0040-PROC-2,EXP-0040,Phyllobates terribilis,2023-06-07,Supercritical CO2,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",12.6,1.3,99.9,401.16,89.9,85.3,Alkaloid,740.0,Moderate,HEPES Buffer,39.8,True,3,712.41,Thomas Patrick,HPLC-MS,Continue section page the blood.
EXP-0040-PROC-3-EXT-1,EXP-0040-PROC-3,EXP-0040,Phyllobates terribilis,2023-06-06,Steam Distillation,Aqueous Buffer,"Batrachotoxin, Homobatrachotoxin",45.0,6.5,6.7,51.26,75.6,98.0,Alkaloid,1347.0,Stable,HEPES Buffer,82.1,False,3,1039.47,Abigail Wilson,HPLC-MS,Pretty least if price.
EXP-0041-PROC-1-EXT-1,EXP-0041-PROC-1,EXP-0041,Halichondria okadai,2025-02-11,Supercritical CO2,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",70.6,56.6,21.0,256.18,78.5,88.8,Macrolide,1903.0,Stable,Saline,67.7,True,5,1172.39,Molly Turner,NMR,Guess purpose real house few by add born.
EXP-0041-PROC-2-EXT-1,EXP-0041-PROC-2,EXP-0041,Halichondria okadai,2025-01-17,Solvent Extraction,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",18.2,3.3,75.6,361.69,65.2,95.1,Macrolide,479.0,Stable,PBS pH 7.4,49.6,True,5,648.16,Wesley Trevino,GC-MS,Loss certain drop success teach.
EXP-0041-PROC-3-EXT-1,EXP-0041-PROC-3,EXP-0041,Halichondria okadai,2025-01-25,Steam Distillation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",41.2,29.9,98.7,28.06,65.4,71.6,Macrolide,1327.0,Stable,Saline,33.5,True,1,1705.59,Angelica Carrillo,LC-MS/MS,Listen against coach check.
EXP-0041-PROC-3-EXT-2,EXP-0041-PROC-3,EXP-0041,Halichondria okadai,2025-02-03,Supercritical CO2,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",46.7,13.1,23.8,159.48,82.6,76.3,Macrolide,409.0,Moderate,Tris Buffer,93.1,True,2,239.57,Tracey Ruiz,GC-MS,One cut notice street anything account piece.
EXP-0041-PROC-4-EXT-1,EXP-0041-PROC-4,EXP-0041,Halichondria okadai,2025-02-15,Chromatographic Separation,Ethanol/Water,"Halichondrin B, Norhalichondrin A",26.6,10.6,18.8,348.75,84.4,93.5,Macrolide,1887.0,Unstable,PBS pH 7.4,75.0,False,2,480.53,Veronica Allison,NMR,Other never fact maintain main opportunity particularly question.
EXP-0041-PROC-4-EXT-2,EXP-0041-PROC-4,EXP-0041,Halichondria okadai,2025-02-15,Chromatographic Separation,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",19.9,6.1,71.8,201.32,95.0,89.5,Macrolide,363.0,Stable,Saline,91.6,False,1,665.4,Katherine Klein,GC-MS,Affect office network environmental possible threat bring.
EXP-0042-PROC-1-EXT-1,EXP-0042-PROC-1,EXP-0042,Salinispora tropica,2023-08-13,Chromatographic Separation,Ethanol/Water,Salinosporamide A,7.9,36.3,16.7,200.55,73.3,93.2,β-lactone,1646.0,Stable,Saline,40.0,True,1,859.79,Maria West,LC-MS/MS,Again explain court gas discussion detail.
EXP-0042-PROC-1-EXT-2,EXP-0042-PROC-1,EXP-0042,Salinispora tropica,2023-08-14,Solvent Extraction,Aqueous Buffer,Salinosporamide A,64.7,51.2,23.1,183.42,64.0,88.8,β-lactone,418.0,Stable,HEPES Buffer,94.1,True,5,1605.23,Gina Guzman,NMR,Capital fall represent where strategy pull same.
EXP-0042-PROC-2-EXT-1,EXP-0042-PROC-2,EXP-0042,Salinispora tropica,2023-08-20,Steam Distillation,Aqueous Buffer,Salinosporamide A,73.3,40.3,21.6,189.41,92.0,89.3,β-lactone,1371.0,Stable,Tris Buffer,86.3,True,3,1809.15,Rebecca Richard,GC-MS,Debate real beat lot community choose man soldier.
EXP-0042-PROC-2-EXT-2,EXP-0042-PROC-2,EXP-0042,Salinispora tropica,2023-08-22,Supercritical CO2,Aqueous Buffer,Salinosporamide A,45.4,53.6,76.9,303.4,66.3,93.9,β-lactone,1496.0,Unstable,HEPES Buffer,35.6,True,2,1034.86,Katherine Young,NMR,Another adult thing ground city still thus.
EXP-0042-PROC-3-EXT-1,EXP-0042-PROC-3,EXP-0042,Salinispora tropica,2023-08-25,Chromatographic Separation,Ethanol/Water,Salinosporamide A,5.4,29.4,57.2,309.83,85.2,95.1,β-lactone,588.0,Stable,HEPES Buffer,37.8,True,4,1732.77,Arthur Jordan,GC-MS,Dinner no main year size show show news.
EXP-0042-PROC-3-EXT-2,EXP-0042-PROC-3,EXP-0042,Salinispora tropica,2023-09-03,Chromatographic Separation,Chloroform/Methanol,Salinosporamide A,68.0,36.6,98.2,48.78,71.5,89.1,β-lactone,830.0,Stable,PBS pH 7.4,90.3,False,5,318.13,Sarah Russo,LC-MS/MS,Prove relationship unit just lead success book black.
EXP-0042-PROC-4-EXT-1,EXP-0042-PROC-4,EXP-0042,Salinispora tropica,2023-08-19,Supercritical CO2,Methanol/Water,Salinosporamide A,53.6,19.2,39.6,421.86,67.4,94.8,β-lactone,1213.0,Moderate,Saline,79.5,True,2,1484.49,Rachael Meza,NMR,Among black picture that treat church factor.
EXP-0042-PROC-4-EXT-2,EXP-0042-PROC-4,EXP-0042,Salinispora tropica,2023-08-23,Steam Distillation,Methanol/Water,Salinosporamide A,69.9,31.7,96.8,226.16,65.4,81.7,β-lactone,1913.0,Stable,Saline,50.8,True,4,1762.58,Jonathan Oconnor,LC-MS/MS,Child hair standard but.
EXP-0042-PROC-4-EXT-3,EXP-0042-PROC-4,EXP-0042,Salinispora tropica,2023-08-21,Steam Distillation,Ethanol/Water,Salinosporamide A,10.3,52.4,34.6,391.48,76.8,84.6,β-lactone,1600.0,Unstable,HEPES Buffer,54.9,True,2,997.63,Wayne Hammond,NMR,Early speak game.
EXP-0043-PROC-1-EXT-1,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-14,Chromatographic Separation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",44.0,58.4,39.4,262.17,85.5,78.1,Macrolide,700.0,Stable,Saline,90.7,True,5,1502.36,Angela Watson,NMR,Guess professor charge send instead direction.
EXP-0043-PROC-1-EXT-2,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-21,Solvent Extraction,Chloroform/Methanol,"Halichondrin B, Norhalichondrin A",6.2,44.9,53.4,272.92,73.7,72.4,Macrolide,548.0,Moderate,PBS pH 7.4,91.8,True,1,935.66,Jennifer Ortiz,LC-MS/MS,Weight might radio want kind show response.
EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-20,Steam Distillation,Ethanol/Water,"Halichondrin B, Norhalichondrin A",6.9,51.9,56.1,254.4,69.2,92.3,Macrolide,503.0,Moderate,PBS pH 7.4,42.3,True,5,1029.28,Andrea Morgan,NMR,Word clearly article service produce political.
EXP-0043-PROC-2-EXT-2,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-22,Steam Distillation,Aqueous Buffer,"Halichondrin B, Norhalichondrin A",53.0,47.2,83.3,208.91,62.8,78.2,Macrolide,1964.0,Stable,PBS pH 7.4,68.8,True,1,1477.53,Amy Welch,HPLC-MS,Win information though red them return finish.
EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-14,Supercritical CO2,Ethanol/Water,"Halichondrin B, Norhalichondrin A",6.9,41.4,92.5,484.21,80.5,83.7,Macrolide,1901.0,Stable,Saline,73.8,True,3,316.82,Ronald Mccullough,NMR,Turn record land day name small present recently.
