bioassay_id,extraction_id,processing_id,expedition_id,target_species,assay_date,assay_type,therapeutic_target,cell_line_organism,assay_format,concentration_range_um,positive_control,incubation_time_hours,ic50_value_nm,max_inhibition_percent,hill_coefficient,selectivity_index,cytotoxicity_cc50_um,therapeutic_window,dose_response_quality,assay_reproducibility,statistical_significance,mechanism_of_action,structure_activity_notes,follow_up_priority,patent_potential,literature_precedent,assay_cost_usd,researcher,assay_notes
EXP-0042-PROC-4-EXT-3-ASSAY-3,EXP-0042-PROC-4-EXT-3,EXP-0042-PROC-4,EXP-0042,Salinispora tropica,2023-08-26,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,24-well,0.946 - 997.6 μM,Standard Control,70.3,1.0,85.5,1.25,80.8,24.32,27.2,Fair,0.898,True,Proteasome inhibition,Evidence treatment cause.,High,False,Known,631.06,Clinton Macias,Outside kind between far church catch capital few.
EXP-0043-PROC-1-EXT-1-ASSAY-1,EXP-0043-PROC-1-EXT-1,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-26,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.731 - 789.0 μM,Cisplatin,44.4,4.77,92.0,2.31,22.1,22.44,31.1,Good,0.812,False,Tubulin depolymerization,Less until computer budget range opportunity.,Medium,False,Known,490.39,Janet Clark,How worry standard.
EXP-0043-PROC-1-EXT-1-ASSAY-2,EXP-0043-PROC-1-EXT-1,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-27,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.403 - 265.1 μM,Doxorubicin,4.1,54.52,66.4,0.87,10.9,24.96,15.6,Excellent,0.9,True,Tubulin depolymerization,Will building discover.,Medium,False,Novel,737.35,Andrew Schmidt,Account character individual provide any office.
EXP-0043-PROC-1-EXT-1-ASSAY-3,EXP-0043-PROC-1-EXT-1,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.011 - 677.2 μM,Paclitaxel,51.9,1.07,71.8,1.47,70.4,328.65,29.6,Good,0.72,True,Tubulin depolymerization,Deep people majority maintain page.,High,False,Novel,1071.71,Matthew White,Possible involve heavy contain future resource quality record.
EXP-0043-PROC-1-EXT-1-ASSAY-4,EXP-0043-PROC-1-EXT-1,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-03-07,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.441 - 726.5 μM,Doxorubicin,59.0,0.13,94.9,1.08,26.4,66.15,18.7,Excellent,0.915,False,Tubulin depolymerization,Method happy wide finally.,Low,True,Known,1426.55,Lauren Howell,Dinner experience sister risk.
EXP-0043-PROC-1-EXT-2-ASSAY-1,EXP-0043-PROC-1-EXT-2,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-03-02,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.035 - 156.0 μM,Paclitaxel,15.1,4.62,98.1,2.09,69.6,158.14,11.7,Fair,0.923,True,Tubulin depolymerization,Carry doctor while prepare light.,Low,False,Novel,1101.38,Kimberly Jones,Heavy kid explain each actually science.
EXP-0043-PROC-1-EXT-2-ASSAY-2,EXP-0043-PROC-1-EXT-2,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-03-11,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.584 - 372.3 μM,Doxorubicin,47.7,2.46,69.3,1.04,48.9,16.94,47.9,Poor,0.91,True,Tubulin depolymerization,Fast series cultural pass treatment turn prove wind.,High,False,Known,1429.96,Jason Patterson,General probably possible service.
EXP-0043-PROC-1-EXT-2-ASSAY-3,EXP-0043-PROC-1-EXT-2,EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-28,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.212 - 49.3 μM,Doxorubicin,12.3,18.45,91.3,1.66,66.4,119.13,2.2,Excellent,0.762,False,Tubulin depolymerization,By six civil beautiful.,Low,False,Similar,823.52,Erica Kelley,Product something person choose early push.
EXP-0043-PROC-2-EXT-1-ASSAY-1,EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-12,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.680 - 300.4 μM,Paclitaxel,57.7,582.21,96.1,0.55,2.1,12.26,38.7,Excellent,0.862,False,Tubulin depolymerization,Long natural until agency pick local.,Medium,False,Novel,651.58,George Taylor,Range but green choice than.
EXP-0043-PROC-2-EXT-1-ASSAY-2,EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-08,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.587 - 875.0 μM,Doxorubicin,23.6,92.13,52.2,1.39,98.0,102.92,49.2,Excellent,0.756,True,Tubulin depolymerization,Stand might expect mention increase treatment.,Medium,False,Similar,379.74,Dustin Hernandez,Court always voice each store.
EXP-0043-PROC-2-EXT-1-ASSAY-3,EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-11,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.850 - 102.5 μM,Cisplatin,4.9,4.83,63.5,2.74,24.9,55.14,35.6,Excellent,0.776,True,Tubulin depolymerization,Now Mrs traditional chance during.,Medium,False,Novel,353.9,Christine Green,Outside phone surface here decade wife.
EXP-0043-PROC-2-EXT-1-ASSAY-4,EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-05,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.195 - 736.1 μM,Cisplatin,37.1,18.63,47.7,1.92,49.7,682.48,26.4,Fair,0.92,True,Tubulin depolymerization,Require billion probably cut raise include now.,Medium,False,Similar,1373.8,Gina Clark,Cause behind single project air hold good.
EXP-0043-PROC-2-EXT-1-ASSAY-5,EXP-0043-PROC-2-EXT-1,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-23,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.278 - 536.2 μM,Cisplatin,45.9,181.43,50.7,0.58,34.4,817.44,21.9,Good,0.715,True,Tubulin depolymerization,Hotel contain knowledge soldier detail thought.,Medium,False,Similar,1277.96,Charles White,Firm generation while travel major.
EXP-0043-PROC-2-EXT-2-ASSAY-1,EXP-0043-PROC-2-EXT-2,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-08,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.937 - 20.2 μM,Doxorubicin,30.9,13.92,45.6,1.26,50.3,150.75,10.1,Fair,0.817,True,Tubulin depolymerization,Pull finish seem party within employee.,High,False,Novel,1303.61,Edward Simmons,Everything soon explain happen.
EXP-0043-PROC-2-EXT-2-ASSAY-2,EXP-0043-PROC-2-EXT-2,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-05,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.844 - 719.5 μM,Paclitaxel,9.0,3.55,55.3,0.94,18.1,82.94,31.2,Excellent,0.841,True,Tubulin depolymerization,Against image catch accept.,Medium,False,Novel,511.23,Carl Bradley,Him up teach central public term.
EXP-0043-PROC-2-EXT-2-ASSAY-3,EXP-0043-PROC-2-EXT-2,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-09,MTT Cytotoxicity Assay,Anticancer,A549 cells,24-well,0.572 - 949.6 μM,Cisplatin,33.1,20.1,81.8,1.42,86.5,0.74,2.4,Good,0.81,True,Tubulin depolymerization,Seek then represent conference.,High,False,Known,913.19,Nancy Park,Kid sing either theory term authority offer feeling.
EXP-0043-PROC-2-EXT-2-ASSAY-4,EXP-0043-PROC-2-EXT-2,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-03-02,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.738 - 348.2 μM,Cisplatin,72.0,7.96,51.7,1.29,45.8,149.71,42.7,Excellent,0.895,True,Tubulin depolymerization,Too control skin fall management nearly.,Medium,False,Similar,1321.5,Taylor Lyons,Expert general manage.
EXP-0043-PROC-2-EXT-3-ASSAY-1,EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-22,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.668 - 651.5 μM,Doxorubicin,58.7,41.57,100.0,2.63,75.4,27.29,33.4,Good,0.805,True,Tubulin depolymerization,Less theory health tell fact pretty learn.,High,False,Novel,1176.6,Matthew Moreno,Fall new subject want.
EXP-0043-PROC-2-EXT-3-ASSAY-2,EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-26,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.266 - 390.6 μM,Paclitaxel,3.2,223.19,72.6,0.52,47.5,27.51,15.3,Good,0.819,False,Tubulin depolymerization,Similar cover population thing.,Medium,True,Similar,785.63,Tammy Hale,First response house hundred role.
EXP-0043-PROC-2-EXT-3-ASSAY-3,EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-18,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,24-well,0.532 - 53.2 μM,Paclitaxel,36.9,21.54,71.3,2.93,65.8,11.91,15.1,Excellent,0.76,True,Tubulin depolymerization,House imagine detail.,Low,False,Novel,453.9,Scott Petty,International above attack catch soldier charge start.
EXP-0043-PROC-2-EXT-3-ASSAY-4,EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-19,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.964 - 591.3 μM,Doxorubicin,23.3,2.04,83.4,2.27,20.9,29.17,8.8,Good,0.719,True,Tubulin depolymerization,Through result military.,High,False,Similar,1394.37,Debra Hughes,Significant thank data year defense.
EXP-0043-PROC-2-EXT-3-ASSAY-5,EXP-0043-PROC-2-EXT-3,EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-28,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.183 - 689.5 μM,Paclitaxel,26.7,20.39,49.0,0.61,70.1,38.3,36.9,Excellent,0.815,True,Tubulin depolymerization,Put herself water meeting voice reality painting.,Medium,False,Known,1112.26,Dr. Brady Clark Jr.,Policy education true three theory outside.
EXP-0043-PROC-3-EXT-1-ASSAY-1,EXP-0043-PROC-3-EXT-1,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-27,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.441 - 451.7 μM,Doxorubicin,56.2,2.43,55.1,1.04,73.4,29.32,24.0,Good,0.877,True,Tubulin depolymerization,No have information.,Medium,True,Novel,799.46,Sandra Wilson,Certainly perform shake behavior nor.
EXP-0043-PROC-3-EXT-1-ASSAY-2,EXP-0043-PROC-3-EXT-1,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-14,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.832 - 991.9 μM,Doxorubicin,45.6,31.78,55.5,1.39,89.5,513.21,3.7,Poor,0.848,True,Tubulin depolymerization,Hear station wide themselves back.,Low,False,Known,746.98,Dorothy Rodriguez,Skin most real remain art there.
EXP-0043-PROC-3-EXT-1-ASSAY-3,EXP-0043-PROC-3-EXT-1,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-17,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.409 - 360.1 μM,Paclitaxel,9.2,0.49,79.6,1.3,43.7,100.07,3.6,Fair,0.948,False,Tubulin depolymerization,Weight safe officer serious same.,Medium,True,Similar,909.13,Mark Brown,Evening ask if throw.
EXP-0043-PROC-3-EXT-2-ASSAY-1,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-03,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.658 - 768.6 μM,Cisplatin,42.1,10.7,54.5,2.67,62.9,125.46,1.1,Good,0.788,False,Tubulin depolymerization,Away degree form mission pressure ever.,Low,False,Novel,1329.43,Karen Ellis,Media culture person activity two might.
EXP-0043-PROC-3-EXT-2-ASSAY-2,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-07,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.554 - 338.7 μM,Paclitaxel,19.1,1914.16,46.2,1.8,58.2,39.58,37.4,Excellent,0.759,True,Tubulin depolymerization,High language main spring nature already.,Low,False,Similar,651.99,Lisa Moore,So price if paper really position daughter.
EXP-0043-PROC-3-EXT-2-ASSAY-3,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-18,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.091 - 307.4 μM,Cisplatin,6.0,25.44,46.3,1.91,1.6,52.08,35.9,Poor,0.749,True,Tubulin depolymerization,Job blood middle home.,Low,False,Known,455.5,Ms. Jenny Miller,Like story just often require dark current.
EXP-0043-PROC-3-EXT-2-ASSAY-4,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-12,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.593 - 722.7 μM,Doxorubicin,47.6,35.55,47.9,1.5,57.3,10.98,28.4,Good,0.73,True,Tubulin depolymerization,Assume thank rest ten four without.,High,True,Known,341.32,Colton Kelly,Attack girl force relationship nation east weight.
EXP-0043-PROC-3-EXT-2-ASSAY-5,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-06,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.996 - 261.4 μM,Cisplatin,36.1,69.68,46.9,0.82,8.1,7.37,35.0,Good,0.824,True,Tubulin depolymerization,Official order seven clear city.,High,False,Similar,1041.28,Charles Mcdonald,Friend analysis race much environment interesting nature.
EXP-0043-PROC-3-EXT-2-ASSAY-6,EXP-0043-PROC-3-EXT-2,EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-02-07,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.993 - 32.6 μM,Cisplatin,40.5,21.61,73.5,1.1,56.1,2.88,38.0,Good,0.767,True,Tubulin depolymerization,Than above themselves dark charge middle daughter too.,Low,False,Novel,760.11,John Cruz,Nice positive effort attorney he school article floor.
EXP-0044-PROC-1-EXT-1-ASSAY-1,EXP-0044-PROC-1-EXT-1,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-19,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.120 - 169.4 μM,Cisplatin,39.3,17.35,97.5,0.6,92.8,78.48,9.9,Fair,0.928,True,Tubulin depolymerization,Have feel blood draw sound level couple.,Low,True,Novel,367.47,Kimberly Elliott,By reveal account lead stock new resource.
EXP-0044-PROC-1-EXT-1-ASSAY-2,EXP-0044-PROC-1-EXT-1,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-21,MTT Cytotoxicity Assay,Anticancer,HeLa cells,24-well,0.975 - 610.4 μM,Doxorubicin,52.5,31.67,67.2,2.71,39.4,18.16,34.3,Excellent,0.757,True,Tubulin depolymerization,Wear soldier light turn.,Medium,False,Similar,611.25,Audrey Koch,Fall five really lose mean hope ability.
EXP-0044-PROC-1-EXT-2-ASSAY-1,EXP-0044-PROC-1-EXT-2,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-02,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.887 - 134.2 μM,Cisplatin,6.6,25.1,69.5,1.94,29.4,4079.32,33.5,Excellent,0.826,True,Tubulin depolymerization,Article kind bar available still respond everything cover.,High,False,Novel,701.69,Katherine Beasley,Give probably support.
EXP-0044-PROC-1-EXT-2-ASSAY-2,EXP-0044-PROC-1-EXT-2,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-03,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.216 - 916.6 μM,Paclitaxel,15.3,15.45,83.6,2.81,64.1,32.63,47.6,Good,0.723,True,Tubulin depolymerization,World behind people up Republican interview build.,Low,False,Similar,372.9,Lynn Rodriguez,Report its sign I lay fast.
EXP-0044-PROC-1-EXT-2-ASSAY-3,EXP-0044-PROC-1-EXT-2,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-02,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.339 - 53.2 μM,Cisplatin,65.3,1235.32,44.0,0.64,59.1,72.33,44.5,Poor,0.832,True,Tubulin depolymerization,Participant race model doctor explain entire admit require.,High,True,Novel,1353.38,Timothy Franco,Worry here Republican cultural.
EXP-0044-PROC-1-EXT-2-ASSAY-4,EXP-0044-PROC-1-EXT-2,EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-10-10,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.419 - 450.7 μM,Cisplatin,65.7,10.96,72.3,2.25,63.4,24.09,47.1,Excellent,0.899,True,Tubulin depolymerization,Person whatever consumer study often set during.,Medium,False,Novel,968.49,Alexis Smith,Long during anyone box manage.
EXP-0044-PROC-2-EXT-1-ASSAY-1,EXP-0044-PROC-2-EXT-1,EXP-0044-PROC-2,EXP-0044,Halichondria okadai,2023-10-22,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.527 - 27.5 μM,Doxorubicin,7.0,0.7,78.2,1.84,60.0,11.84,24.1,Good,0.769,True,Tubulin depolymerization,Box traditional forget seat benefit attorney remember travel.,Low,False,Similar,1443.39,Andre Johnson,Give occur decade energy light from.
EXP-0044-PROC-2-EXT-1-ASSAY-2,EXP-0044-PROC-2-EXT-1,EXP-0044-PROC-2,EXP-0044,Halichondria okadai,2023-10-22,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.430 - 744.3 μM,Paclitaxel,20.9,0.67,63.3,2.77,85.7,111.81,26.3,Fair,0.76,True,Tubulin depolymerization,Tell truth data five medical research group.,Medium,True,Novel,531.82,Lindsay Rodriguez,Idea now stand his wife represent under.
EXP-0044-PROC-2-EXT-1-ASSAY-3,EXP-0044-PROC-2-EXT-1,EXP-0044-PROC-2,EXP-0044,Halichondria okadai,2023-11-02,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,24-well,0.352 - 641.1 μM,Paclitaxel,69.3,43.65,85.3,2.65,49.1,565.44,31.4,Excellent,0.834,False,Tubulin depolymerization,Table quickly drive choose theory before.,Medium,False,Novel,974.96,Kathleen Taylor DDS,Half single center hotel four teach.
EXP-0044-PROC-2-EXT-1-ASSAY-4,EXP-0044-PROC-2-EXT-1,EXP-0044-PROC-2,EXP-0044,Halichondria okadai,2023-10-19,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.904 - 621.3 μM,Doxorubicin,61.9,8.97,78.0,2.88,8.8,62.27,29.5,Excellent,0.929,True,Tubulin depolymerization,Top write marriage campaign able specific ready same.,Medium,True,Similar,311.63,Alicia Myers,Beat project help.
EXP-0045-PROC-1-EXT-1-ASSAY-1,EXP-0045-PROC-1-EXT-1,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-13,Calcium Channel Assay,Chronic Pain,DRG neurons,384-well,0.005 - 313.9 μM,Morphine,37.3,1.02,89.9,2.84,87.5,13.08,26.6,Good,0.921,True,Calcium channel blockade,Floor operation nice.,Medium,True,Similar,1405.03,Daniel Thomas,Husband prepare role these.
EXP-0045-PROC-1-EXT-1-ASSAY-2,EXP-0045-PROC-1-EXT-1,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-05,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.668 - 121.8 μM,Morphine,12.0,70.64,61.6,2.69,12.9,50.69,31.2,Excellent,0.85,True,Calcium channel blockade,Write floor inside pretty describe.,Medium,False,Similar,1331.85,Pamela Mosley,Become around reveal.
EXP-0045-PROC-1-EXT-1-ASSAY-3,EXP-0045-PROC-1-EXT-1,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-11,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.535 - 533.3 μM,Morphine,61.1,22.43,95.8,2.31,27.2,143.3,46.5,Excellent,0.867,True,Calcium channel blockade,Appear star open at kitchen box about wait.,Low,True,Novel,796.92,Kim Williams,Popular way from weight ask myself wall.
EXP-0045-PROC-1-EXT-2-ASSAY-1,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-19,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.230 - 957.1 μM,Morphine,3.8,1.82,42.9,1.51,62.7,15.54,44.2,Good,0.947,True,Calcium channel blockade,Person anything science any.,Medium,False,Similar,1269.71,Daniel Ramos,Because show hour move poor mention.
EXP-0045-PROC-1-EXT-2-ASSAY-2,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-13,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.387 - 530.8 μM,Morphine,49.3,3.73,74.3,2.77,97.7,403.91,12.1,Good,0.748,False,Calcium channel blockade,Cell case play mind.,Medium,False,Similar,1112.02,William Juarez,Sister thus wonder shoulder suggest.
EXP-0045-PROC-1-EXT-2-ASSAY-3,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-27,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.473 - 583.7 μM,Morphine,17.4,11.27,68.5,1.34,67.8,55.87,32.3,Excellent,0.795,True,Calcium channel blockade,Treat detail year tell because woman.,Low,False,Similar,308.73,Theresa Craig,Across party market dark language.
EXP-0045-PROC-1-EXT-2-ASSAY-4,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-14,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.322 - 494.8 μM,Morphine,68.2,15.28,88.6,1.98,97.6,87.79,24.4,Good,0.894,True,Calcium channel blockade,Face cause newspaper would section cause instead.,High,False,Similar,1221.76,Zachary Quinn,Positive serious billion speech interview real.
EXP-0045-PROC-1-EXT-2-ASSAY-5,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-18,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.501 - 638.9 μM,Morphine,45.7,11.14,82.4,2.93,17.6,12.42,21.1,Good,0.724,True,Calcium channel blockade,Meeting long thank by.,High,False,Known,590.85,Rita Robinson,It moment professor group because.
EXP-0045-PROC-1-EXT-2-ASSAY-6,EXP-0045-PROC-1-EXT-2,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-26,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.324 - 691.1 μM,Morphine,20.1,30.69,88.2,0.62,60.3,119.91,26.9,Good,0.773,True,Calcium channel blockade,These site claim under commercial city.,High,False,Known,614.92,Jeffrey Robertson,Action recognize crime poor beat house stage.
EXP-0045-PROC-1-EXT-3-ASSAY-1,EXP-0045-PROC-1-EXT-3,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-12,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.623 - 317.8 μM,Morphine,32.9,315.62,68.2,2.91,35.9,7.77,37.3,Good,0.764,True,Calcium channel blockade,Cost true own throughout.,Medium,True,Novel,910.5,Lisa Ford,On space not blood food performance lose charge.
EXP-0045-PROC-1-EXT-3-ASSAY-2,EXP-0045-PROC-1-EXT-3,EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-12-23,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.700 - 773.3 μM,Morphine,21.6,7.79,54.2,2.45,61.0,47.41,11.1,Excellent,0.764,True,Calcium channel blockade,Window structure herself agent stuff treatment.,Medium,True,Novel,1280.16,Patrick Johnson,Under truth wait.
EXP-0046-PROC-1-EXT-1-ASSAY-1,EXP-0046-PROC-1-EXT-1,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-11,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.220 - 744.0 μM,Morphine,13.1,137.02,67.5,2.31,82.2,85.6,7.7,Excellent,0.876,True,Calcium channel blockade,By kid throughout sit form.,Medium,False,Known,1403.81,Chelsea Jones,Opportunity we good how.
EXP-0046-PROC-1-EXT-1-ASSAY-2,EXP-0046-PROC-1-EXT-1,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-01,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.071 - 231.2 μM,Morphine,32.8,3647.82,82.3,0.62,9.0,11.52,4.0,Excellent,0.806,True,Calcium channel blockade,Move kid possible success.,Medium,True,Similar,350.22,Jeffrey Brown,Similar above owner energy organization police.
EXP-0046-PROC-1-EXT-2-ASSAY-1,EXP-0046-PROC-1-EXT-2,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-16,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.713 - 611.2 μM,Morphine,67.5,272.53,62.8,2.6,26.7,33.35,15.2,Excellent,0.869,False,Calcium channel blockade,Way night threat glass leg anyone do.,Medium,False,Similar,555.26,Charles Gonzalez,Big theory future actually.
EXP-0046-PROC-1-EXT-2-ASSAY-2,EXP-0046-PROC-1-EXT-2,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-22,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.544 - 78.2 μM,Morphine,9.0,0.43,53.2,1.67,67.0,135.89,19.9,Excellent,0.901,True,Calcium channel blockade,Hot personal management color senior age product.,Low,False,Known,1186.23,Brittany White,Surface impact decision budget night.
EXP-0046-PROC-1-EXT-2-ASSAY-3,EXP-0046-PROC-1-EXT-2,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-21,Calcium Channel Assay,Chronic Pain,DRG neurons,384-well,0.790 - 420.3 μM,Morphine,43.3,40.31,81.7,0.97,4.1,83.51,43.4,Poor,0.799,True,Calcium channel blockade,Collection among site material crime wait.,Medium,False,Similar,616.64,Rachel Conway,Catch reduce off guy light society.
EXP-0046-PROC-1-EXT-2-ASSAY-4,EXP-0046-PROC-1-EXT-2,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-28,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.196 - 336.1 μM,Morphine,32.6,16.14,62.9,2.13,42.5,95.83,47.6,Good,0.924,True,Calcium channel blockade,Yes recently force this real.,Medium,False,Known,916.09,Pamela Torres,Happen impact since many anyone herself tough smile.
EXP-0046-PROC-1-EXT-2-ASSAY-5,EXP-0046-PROC-1-EXT-2,EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-02-25,Calcium Channel Assay,Chronic Pain,DRG neurons,384-well,0.915 - 432.4 μM,Morphine,47.8,17.02,89.0,1.47,60.7,27.8,11.3,Excellent,0.804,True,Calcium channel blockade,Position education head effort right exactly.,Medium,False,Novel,1413.17,Stephanie Hester,Government them cup section environment cup.
EXP-0046-PROC-2-EXT-1-ASSAY-1,EXP-0046-PROC-2-EXT-1,EXP-0046-PROC-2,EXP-0046,Conus geographus,2024-02-24,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.934 - 146.1 μM,Morphine,4.8,14.55,77.2,1.51,3.5,26.8,24.3,Fair,0.811,False,Calcium channel blockade,No task product unit pressure.,Low,False,Novel,1208.22,Lorraine Bond,Democratic without stop military drive ahead production.
